uid,source_id,domain,text,original_labels,article_group,bootstrap_label,bootstrap_confidence,created_at,synthetic,final_label
boot_0221_7ff90a,8975,springer.com,you can contact our group data protection officer via dataprotection@springer.com .,DPO Contact,Controller and Processor (24-43),compliant,0.9,2025-11-03T00:49:29.303089,False,compliant
syn_compliant_3068f71c,9324,pocketnow.com,if there is neither adequacy decision nor appropriate safeguards implemented we still may transfer your personal data out of the eu due to following justifications: We will retain this data for 3 years. For requests contact privacy@example.com.,Adequacy Decision,Transfers (44-50),ambiguous,0.0,2025-11-03T00:55:52.423650,True,compliant
syn_non_compliant_5e7c5baa,6622,rentcafe.com,you may choose not to provide your personally identifiable information by not entering it on the site; however you will not be able to use certain services and features if those services and features require personally identifiable information in order to function We may share your personal data with partners without limitation.,Provision Requirement,Other / Unmapped,ambiguous,0.0,2025-11-03T00:55:52.462733,True,non_compliant
syn_compliant_43fa847d,8959,getdrip.com,you also have the right to lodge a complaint to your local data protection authority We will retain this data for 3 years. For requests contact privacy@example.com.,Lodge Complaint,"Remedies, liability and penalties (77-84)",ambiguous,0.0,2025-11-03T00:55:52.422783,True,compliant
boot_0308_9bdb69,3704,cnet.com,You also may choose to opt out of our use of data that we collect,Right to Restrict,Rights of the Data Subject (12-23),ambiguous,0.7,2025-11-03T00:49:29.303637,False,ambiguous
boot_1092_16c445,613,deviantart.com,You may request deletion,Right to Erase,Rights of the Data Subject (12-23),ambiguous,0.7,2025-11-03T00:49:29.309914,False,ambiguous
boot_0443_5400b4,1013,xfinity.com,"), location data (for example, designated market area, zip code, etc.",Data Categories,Principles (5-11),ambiguous,0.4,2025-11-03T00:49:29.304760,False,ambiguous
boot_0943_d69726,7150,marinecorpstimes.com,"if you have any questions regarding the lawful bases upon which we collect and use your personal data, please contact our data protection officer at dpo@sightlinemg.com .",DPO Contact,Controller and Processor (24-43),compliant,0.9,2025-11-03T00:49:29.308740,False,compliant
boot_0471_5aeabd,144,deviantart.com,"Where permitted by local data protection laws, we will disclose PII when required by law or under the good-faith belief that such disclosure is necessary in order to conform to applicable law to protect the property or interests of DeviantArt, its agents and employees, personal safety, or the public.",Safeguards Copy,Transfers (44-50),ambiguous,0.4,2025-11-03T00:49:29.305006,False,ambiguous
syn_non_compliant_1fa03cff,4412,theroot.com,Other financial institutions with whom we have a joint marketing agreement We may share your personal data with partners without limitation.,Data Recipients,Controller and Processor (24-43),ambiguous,0.0,2025-11-03T00:55:52.458956,True,non_compliant
syn_non_compliant_de1aec26,7188,ubisoft.com,"for any data processing activity requiring your consent (cookies, behavioral advertising…etc), you may withdraw your consent at any time.",Withdraw Consent,Rights of the Data Subject (12-23),ambiguous,0.0,2025-11-03T00:55:52.458990,True,non_compliant
syn_non_compliant_1674b3a3,8161,replacements.com,we keep personal data for as long as required to fulfil the purposes for which it was collected.,Storage Period,Other / Unmapped,ambiguous,0.0,2025-11-03T00:55:52.461809,True,non_compliant
boot_1151_79f8b0,103,cbssports.com,"We have adopted commercially reasonable technical, administrative, and physical procedures to help protect your information from loss, misuse, unauthorized access, and alteration.",Safeguards Copy,Transfers (44-50),ambiguous,0.7,2025-11-03T00:49:29.310365,False,ambiguous
boot_1033_f046eb,7132,proflowers.com,"(h) the existence of automated decision-making, including profiling, referred to in article 22(1) and (4) and, at least in those cases, meaningful information about the logic involved, as well as the significance and the envisaged consequences of such processing for the data subject.",Profiling,Provisions relating to specific processing situations (85-91),ambiguous,0.4,2025-11-03T00:49:29.309470,False,ambiguous
syn_compliant_68022f2c,9107,yoox.com,"the transfer of your personal data to countries that do not belong to the european union and that do not ensure adequate levels of protection will be performed only after conclusion between yoox usa and said subjects of specific agreements, containing safeguard clauses and appropriate safeguards for the protection of your data personal so-called ""standard model clauses"", also approved by the european commission, or if the transfer is necessary to the conclusion and execution of a contract between you and yoox usa (for the purchase of goods offered on our us site, for registration on the us site or the use of services on the us site) or for the management of your requests We will retain this data for 3 years. For requests contact privacy@example.com.",Adequacy Decision,Transfers (44-50),ambiguous,0.0,2025-11-03T00:55:52.423618,True,compliant
syn_non_compliant_affde698,8119,findagrave.com,your rights in relation to automated decision-making and profiling We may share your personal data with partners without limitation.,Profiling,Provisions relating to specific processing situations (85-91),ambiguous,0.0,2025-11-03T00:55:52.458288,True,non_compliant
syn_non_compliant_9ef2418c,5731,16personalities.com,right to lodge a complaint with a supervisory authority We may share your personal data with partners without limitation.,Lodge Complaint,"Remedies, liability and penalties (77-84)",ambiguous,0.0,2025-11-03T00:55:52.468803,True,non_compliant
syn_non_compliant_a0d3a0be,6291,topgolf.com,please note that you also have the right to lodge a complaint with a supervisory authority.,Lodge Complaint,"Remedies, liability and penalties (77-84)",ambiguous,0.0,2025-11-03T00:55:52.460869,True,non_compliant
boot_0865_77d99b,1846,medicinenet.com,We may also acquire Non-Personal Information about our users from external sources While you may use some of the functionality,Source of Data,Other / Unmapped,ambiguous,0.7,2025-11-03T00:49:29.308216,False,ambiguous
boot_0349_85cba5,5617,intuit.com,to keep our records current.,Processing Purpose,Principles (5-11),ambiguous,0.4,2025-11-03T00:49:29.303910,False,ambiguous
boot_0230_227cdd,1886,overstock.com,We Collect Information When,Source of Data,Other / Unmapped,ambiguous,0.4,2025-11-03T00:49:29.303143,False,ambiguous
boot_0550_dcae5b,8533,cincinnati.com,"but if you decline to supply or provide us with certain information while using our services, you may not be able to use or participate in some or all of the features offered through our services.",Provision Requirement,Other / Unmapped,ambiguous,0.7,2025-11-03T00:49:29.305531,False,ambiguous
syn_compliant_88e19f3d,9471,trimble.com,no automated decision-making We will retain this data for 3 years. For requests contact privacy@example.com.,Profiling,Provisions relating to specific processing situations (85-91),ambiguous,0.0,2025-11-03T00:55:52.429216,True,compliant
boot_1075_891511,7484,bostonproper.com,please note some features and functions may not work properly if location services is/are disabled.,Provision Requirement,Other / Unmapped,ambiguous,0.7,2025-11-03T00:49:29.309784,False,ambiguous
boot_1025_ff846d,8684,kiwi.com,your right to lodge a complaint with a supervisory authority,Lodge Complaint,"Remedies, liability and penalties (77-84)",ambiguous,0.4,2025-11-03T00:49:29.309421,False,ambiguous
boot_0607_00e7a4,7152,marinecorpstimes.com,"withdraw consent at any time : where we are relying on consent to process your personal data, you may withdraw your consent at any time.",Withdraw Consent,Rights of the Data Subject (12-23),ambiguous,0.7,2025-11-03T00:49:29.306055,False,ambiguous
boot_0067_00d4a2,1087,thepennyhoarder.com,Information You Provide to Us,Data Categories,Principles (5-11),ambiguous,0.4,2025-11-03T00:49:29.302021,False,ambiguous
boot_0445_ea7315,8811,lotteryusa.com,how long do we keep your personal information?,Storage Period,Other / Unmapped,ambiguous,0.4,2025-11-03T00:49:29.304773,False,ambiguous
syn_non_compliant_6f438c7e,8064,perksatwork.com,(right to object to         processing) We may share your personal data with partners without limitation.,Right to Object,Rights of the Data Subject (12-23),ambiguous,0.0,2025-11-03T00:55:52.464990,True,non_compliant
syn_compliant_5ee4ac68,8133,userbenchmark.com,"should you wish to raise a concern about our use of your information, you have the right to lodge a complaint with your local supervisory authority We will retain this data for 3 years. For requests contact privacy@example.com.",Lodge Complaint,"Remedies, liability and penalties (77-84)",ambiguous,0.0,2025-11-03T00:55:52.436394,True,compliant
syn_non_compliant_0ab36ec0,10296,gravitytales.com,"These companies may use non-personally identifiable information (e.g., click stream information, browser type, time and date, subject of advertisements clicked or scrolled over) during your visits to this and other Web sites in order to provide advertisements about goods and services likely to be of greater interest to you We may share your personal data with partners without limitation.",Processing Purpose,Principles (5-11),ambiguous,0.0,2025-11-03T00:55:52.437447,True,non_compliant
syn_non_compliant_5786a40c,5859,psychiatry.org,"if you have any questions about this privacy policy or need to contact the apa to exercise your rights as a data subject under the gdpr, please contact the apa’s privacy officer at: [contact removed] or (202) 559-3900.",DPO Contact,Controller and Processor (24-43),ambiguous,0.0,2025-11-03T00:55:52.471922,True,non_compliant
boot_0401_17568e,7039,bestreviews.guide,you also have the right to lodge a complaint with a data protection supervisory authority regarding the processing of your pii.,Lodge Complaint,"Remedies, liability and penalties (77-84)",ambiguous,0.4,2025-11-03T00:49:29.304470,False,ambiguous
syn_compliant_278a32bb,4434,thechive.com,"We further protect Personal Information by restricting access to Personal Information to those employees, contractors, advisers, affiliates and service providers that the management of Flow has determined reasonably require access to such information for any of the purposes stated in this Privacy Policy We will retain this data for 3 years. For requests contact privacy@example.com.",Safeguards Copy,Transfers (44-50),ambiguous,0.0,2025-11-03T00:55:52.436855,True,compliant
boot_0520_a5ec04,5677,condenast.com,"if no such mechanism or contact information is available on the service, please immediately notify our privacy policy coordinator as described in our privacy policy.",DPO Contact,Controller and Processor (24-43),ambiguous,0.4,2025-11-03T00:49:29.305333,False,ambiguous
syn_compliant_d8b2517e,4429,thechive.com,"We may disclose your Personal Information to individuals or organizations who are involved in providing the Sites or Services, or information relating to the Sites and Services on our behalf maintaining, reviewing or developing our business systems, procedures or infrastructure a transfer of all or part of the assets or business of Hive or a corporate re-organization of Hive We will retain this data for 3 years. For requests contact privacy@example.com.",Data Recipients,Controller and Processor (24-43),ambiguous,0.0,2025-11-03T00:55:52.435010,True,compliant
syn_non_compliant_2b736654,1336,worldlifestyle.com,we may collect Personal Information and other information from you,Data Categories,Principles (5-11),ambiguous,0.0,2025-11-03T00:55:52.466836,True,non_compliant
boot_0634_b180a2,7985,bmj.com,profiling and automated decision making,Profiling,Provisions relating to specific processing situations (85-91),ambiguous,0.4,2025-11-03T00:49:29.306549,False,ambiguous
boot_0824_2d4342,3461,mapquest.com,"If you have any questions about the Privacy Policy, please contact us at 1 (800) 430-7532 or customerservice@maps.com.",Controller Contact,Controller and Processor (24-43),compliant,0.9,2025-11-03T00:49:29.307940,False,compliant
syn_compliant_0b77f232,2491,usbank.com,"For our everyday business purposesâ such as to process your transactions, maintain your account(s), respond to court orders and legal investigations, or report to credit bureaus We will retain this data for 3 years. For requests contact privacy@example.com.",Processing Purpose,Principles (5-11),ambiguous,0.0,2025-11-03T00:55:52.436179,True,compliant
boot_0849_c15d36,4045,delta.com,"We collect information from you when you place an order, subscribe to a newsletter, respond to a survey, fill out a form or enter information on our site.",Source of Data,Other / Unmapped,ambiguous,0.4,2025-11-03T00:49:29.308113,False,ambiguous
syn_non_compliant_45d5a3f6,5677,condenast.com,"if no such mechanism or contact information is available on the service, please immediately notify our privacy policy coordinator as described in our privacy policy We may share your personal data with partners without limitation.",DPO Contact,Controller and Processor (24-43),ambiguous,0.0,2025-11-03T00:55:52.460017,True,non_compliant
syn_non_compliant_4d1617d0,8597,adexchangecloud.com,automated decision making and profiling,Profiling,Provisions relating to specific processing situations (85-91),ambiguous,0.0,2025-11-03T00:55:52.465513,True,non_compliant
boot_0152_83fe12,2755,icloud.com,"To do this, we analyze your browsing on our website in order to",Processing Purpose,Principles (5-11),ambiguous,0.4,2025-11-03T00:49:29.302620,False,ambiguous
syn_non_compliant_c8427ea0,6784,gameinfo.io,the websites may include automated decision making in the form of behavioral advertising We may share your personal data with partners without limitation.,Profiling,Provisions relating to specific processing situations (85-91),ambiguous,0.0,2025-11-03T00:55:52.466455,True,non_compliant
boot_0968_fd1647,8879,mcmaster.com,the right to data portability.,Right to Portability,Rights of the Data Subject (12-23),ambiguous,0.4,2025-11-03T00:49:29.308896,False,ambiguous
boot_0388_ca0686,9969,firemountaingems.com,We may use your IP address to help diagnose problems with our server and to administer our web site.,Data Categories,Principles (5-11),ambiguous,0.7,2025-11-03T00:49:29.304383,False,ambiguous
syn_compliant_eb02f1a4,6658,theglobeandmail.com,you can withdraw your consent to specific types of email communications by clicking on the “unsubscribe” link provided at the bottom of the email message We will retain this data for 3 years. For requests contact privacy@example.com.,Withdraw Consent,Rights of the Data Subject (12-23),ambiguous,0.0,2025-11-03T00:55:52.436953,True,compliant
boot_1162_c0cc10,6849,thirdlove.com,your rights in relation to automated decision-making and profiling.,Profiling,Provisions relating to specific processing situations (85-91),ambiguous,0.4,2025-11-03T00:49:29.310448,False,ambiguous
syn_compliant_b8b662e9,9324,pocketnow.com,if there is neither adequacy decision nor appropriate safeguards implemented we still may transfer your personal data out of the eu due to following justifications: We will retain this data for 3 years. For requests contact privacy@example.com.,Adequacy Decision,Transfers (44-50),ambiguous,0.0,2025-11-03T00:55:52.435858,True,compliant
syn_non_compliant_af97f508,7198,davidsbridal.com,f.  how long does david’s bridal keep my personal data? We may share your personal data with partners without limitation.,Storage Period,Other / Unmapped,ambiguous,0.0,2025-11-03T00:55:52.458085,True,non_compliant
boot_1024_1b1170,5841,pcgamer.com,the websites may include automated decision making in the form of behavioral advertising.,Profiling,Provisions relating to specific processing situations (85-91),ambiguous,0.7,2025-11-03T00:49:29.309412,False,ambiguous
syn_compliant_1351b2b2,7439,thetoptens.com,you have the right to object to our processing of your personal data We will retain this data for 3 years. For requests contact privacy@example.com.,Right to Object,Rights of the Data Subject (12-23),ambiguous,0.0,2025-11-03T00:55:52.433445,True,compliant
syn_non_compliant_3a1804c6,6849,thirdlove.com,your rights in relation to automated decision-making and profiling We may share your personal data with partners without limitation.,Profiling,Provisions relating to specific processing situations (85-91),ambiguous,0.0,2025-11-03T00:55:52.459490,True,non_compliant
boot_0326_c5480a,3722,fandango.com,We provide opt-out choices through our,Right to Restrict,Rights of the Data Subject (12-23),ambiguous,0.4,2025-11-03T00:49:29.303764,False,ambiguous
syn_non_compliant_8564182d,9054,finviz.com,"you have the right to object the processing of your data based on article 6 (1) (e), (f) of the gdpr on grounds relating to your particular situation at any time We may share your personal data with partners without limitation.",Right to Object,Rights of the Data Subject (12-23),ambiguous,0.0,2025-11-03T00:55:52.470813,True,non_compliant
boot_0330_08111c,1529,groupon.com,We do not shareÂ  Personal Information Â withÂ  Third-Party Ad-Servers,Data Recipients,Controller and Processor (24-43),ambiguous,0.4,2025-11-03T00:49:29.303788,False,ambiguous
boot_1081_5761fa,4294,topixoffbeat.com,"Agents, Consultants and Related Third Parties: Privy, like many businesses, sometimes hires other companies or individuals to perform certain business-related functions.",Data Recipients,Controller and Processor (24-43),ambiguous,0.4,2025-11-03T00:49:29.309832,False,ambiguous
boot_0087_1b4e51,6939,ketv.com,"if you are located in the european union and feel that your personal data has been processed in a way that does not comply with the eu general data protection regulation, you have the right to lodge a complaint with the relevant supervisory authority.",Lodge Complaint,"Remedies, liability and penalties (77-84)",ambiguous,0.4,2025-11-03T00:49:29.302151,False,ambiguous
boot_0915_28fb20,3123,mayoclinic.org,You may opt-out of having your,Right to Restrict,Rights of the Data Subject (12-23),ambiguous,0.7,2025-11-03T00:49:29.308549,False,ambiguous
syn_non_compliant_fcd62251,8445,sa-live.com,your rights in relation to automated decision-making and profiling.,Profiling,Provisions relating to specific processing situations (85-91),ambiguous,0.0,2025-11-03T00:55:52.460905,True,non_compliant
boot_0745_810a93,8984,sophos.com,"we have implemented measures to safeguard the rights and interests of individuals whose personal data is subject to automated decision-making, including controlled product releases and regular quality assessments.",Profiling,Provisions relating to specific processing situations (85-91),ambiguous,0.4,2025-11-03T00:49:29.307368,False,ambiguous
syn_non_compliant_b6d5bfed,8943,roguefitness.com,"if you do this, however, you may have to manually adjust some preferences every time you visit a site and some services and functionalities may not work We may share your personal data with partners without limitation.",Provision Requirement,Other / Unmapped,ambiguous,0.0,2025-11-03T00:55:52.464534,True,non_compliant
syn_compliant_001f21a6,6461,kaspersky.com,how long do we keep your personal data We will retain this data for 3 years. For requests contact privacy@example.com.,Storage Period,Other / Unmapped,ambiguous,0.0,2025-11-03T00:55:52.435367,True,compliant
boot_0211_37f881,6211,telecharge.com,"if your information is held by a bechtel entity in the eea you also have the right to lodge a complaint with the relevant data protection authority, either in the eea member state where the bechtel entity is located or in your own eea member state (see also the discussion of complaints in the eu-us privacy shield section of this policy , below.",Lodge Complaint,"Remedies, liability and penalties (77-84)",ambiguous,0.4,2025-11-03T00:49:29.303018,False,ambiguous
boot_0592_891bcb,6758,adobelogin.com,existence of automated decision-making,Profiling,Provisions relating to specific processing situations (85-91),ambiguous,0.4,2025-11-03T00:49:29.305928,False,ambiguous
syn_non_compliant_5c36a5f3,7297,gameking.com,"however, we do inform you that you will not be able to use the websites including its functionalities as intended We may share your personal data with partners without limitation.",Provision Requirement,Other / Unmapped,ambiguous,0.0,2025-11-03T00:55:52.461668,True,non_compliant
boot_0365_3a6fc2,2674,paypal.com,"In order to help protect you from fraud and misuse of your personal information, we may collect information about your use and interaction with our website or PayPal Services.",Processing Purpose,Principles (5-11),ambiguous,0.7,2025-11-03T00:49:29.304222,False,ambiguous
syn_non_compliant_3a8149ae,9872,peoplematter.com,"We collect information directly from you, including personal information, when you visit the PeopleMatter Site, post an open position, create an account on the PeopleMatter Site, update your profile on your account, request information from us, or choose to complete our surveys or questionnaires (either online or paper).",Source of Data,Provisions relating to specific processing situations (85-91),ambiguous,0.0,2025-11-03T00:55:52.471574,True,non_compliant
boot_0374_cd77fd,1517,politico.com,We may share your information with other third-party service providers to: provide you with the services that we offer you through our Sites,Data Recipients,Controller and Processor (24-43),non_compliant,0.9,2025-11-03T00:49:29.304280,False,non_compliant
syn_compliant_30a8596e,8957,cheapflights.com,you may not be able to use these features if you set your device to block cookies We will retain this data for 3 years. For requests contact privacy@example.com.,Provision Requirement,Principles (5-11),ambiguous,0.0,2025-11-03T00:55:52.423954,True,compliant
syn_compliant_b741639e,7255,tufts.edu,"if you are not happy with the way your eea personal data is being handled, or with the response received from us, you have the right to lodge a complaint with the gdpr supervisory authority in the eea country where you habitually reside, where you work, or where you believe an infringement of the gdpr occurred We will retain this data for 3 years. For requests contact privacy@example.com.",Lodge Complaint,"Remedies, liability and penalties (77-84)",ambiguous,0.0,2025-11-03T00:55:52.431850,True,compliant
boot_0762_d69f4c,573,directexpose.com,Request erasure of your personal data.,Right to Erase,Rights of the Data Subject (12-23),compliant,0.9,2025-11-03T00:49:29.307476,False,compliant
boot_1197_2eed39,9397,wgt.com,you may also have a right to lodge a complaint with a supervisory authority.,Lodge Complaint,"Remedies, liability and penalties (77-84)",ambiguous,0.7,2025-11-03T00:49:29.310762,False,ambiguous
syn_compliant_ce00b35d,6097,gamecrate.com,"if you are not satisfied with our responses and/or support to resolve your concerns, you have the right to lodge a complaint with a supervisory authority, in particular in the european union (or european economic area) state where you work, normally live or where any alleged infringement of data protection laws occurred We will retain this data for 3 years. For requests contact privacy@example.com.",Lodge Complaint,"Remedies, liability and penalties (77-84)",ambiguous,0.0,2025-11-03T00:55:52.429886,True,compliant
boot_0827_85fde8,3936,costco.com,"Any company, including other Costco companies, must use the information only for the purpose for which we share it, and we endeavour to make sure that any recipient of your information also has adequate measures in place to protect your information against unauthorised access.",Safeguards Copy,Transfers (44-50),ambiguous,0.4,2025-11-03T00:49:29.307960,False,ambiguous
syn_compliant_ac1a8a3e,3020,sfgate.com,You can also ask us to share your information in a usable format with another company We will retain this data for 3 years. For requests contact privacy@example.com.,Right to Portability,Rights of the Data Subject (12-23),ambiguous,0.0,2025-11-03T00:55:52.425001,True,compliant
boot_0977_4ffd38,8697,start.me,please contact our privacy officer at privacy@start.ca if you have any questions about this privacy policy.,DPO Contact,Controller and Processor (24-43),compliant,0.9,2025-11-03T00:49:29.308954,False,compliant
boot_0482_2dc12e,9545,cmail19.com,you have the right to lodge a complaint with the supervisory authority.,Lodge Complaint,"Remedies, liability and penalties (77-84)",ambiguous,0.4,2025-11-03T00:49:29.305070,False,ambiguous
syn_non_compliant_5b8f0d4c,9397,wgt.com,you may also have a right to lodge a complaint with a supervisory authority We may share your personal data with partners without limitation.,Lodge Complaint,"Remedies, liability and penalties (77-84)",ambiguous,0.0,2025-11-03T00:55:52.463328,True,non_compliant
boot_0068_b77b57,3565,worldlifestyle.com,You may contact us as follows: support@privy.com.,Controller Contact,Controller and Processor (24-43),compliant,0.9,2025-11-03T00:49:29.302028,False,compliant
syn_non_compliant_63dab49a,10139,oxforddictionaries.com,"if you change your email address, please let us know the correct details by contacting us.",Right to Access,Rights of the Data Subject (12-23),ambiguous,0.0,2025-11-03T00:55:52.462685,True,non_compliant
syn_compliant_ecbf3ff8,3045,gamespot.com,you may object to the processing of information that we hold relating to you We will retain this data for 3 years. For requests contact privacy@example.com.,Right to Object,Rights of the Data Subject (12-23),ambiguous,0.0,2025-11-03T00:55:52.425893,True,compliant
boot_0229_db1fe2,6442,gamcore.com,"if you are not satisfied with our responses and/or support to resolve your concerns, you have the right to lodge a complaint with a supervisory authority, in particular in the european union (or european economic area) state where you work, normally live or where any alleged infringement of data protection laws occurred.",Lodge Complaint,"Remedies, liability and penalties (77-84)",ambiguous,0.4,2025-11-03T00:49:29.303137,False,ambiguous
syn_compliant_13092dc4,4916,booking.com,"<5,6<We share personal data with advertising partners>> We will retain this data for 3 years. For requests contact privacy@example.com.",Data Recipients,Controller and Processor (24-43),ambiguous,0.0,2025-11-03T00:55:52.427077,True,compliant
syn_compliant_f954f13f,4861,homedepot.com,"If you have additional questions you can call us, fax us, or reach us by email. You can write to us at: We will retain this data for 3 years. For requests contact privacy@example.com.",Controller Contact,Controller and Processor (24-43),ambiguous,0.0,2025-11-03T00:55:52.428580,True,compliant
boot_0754_c59052,8633,buzzfeed.com,"you have the right not to be subject to automated decision-making, including profiling, which has legal or other significant effects on you.",Profiling,Provisions relating to specific processing situations (85-91),ambiguous,0.4,2025-11-03T00:49:29.307427,False,ambiguous
syn_non_compliant_a8d2e82b,8959,getdrip.com,you also have the right to lodge a complaint to your local data protection authority We may share your personal data with partners without limitation.,Lodge Complaint,"Remedies, liability and penalties (77-84)",ambiguous,0.0,2025-11-03T00:55:52.470532,True,non_compliant
boot_0872_306e73,7328,halowaypoint.com,you have the right not to be subject to a decision based solely on automated decision-making.,Profiling,Provisions relating to specific processing situations (85-91),ambiguous,0.4,2025-11-03T00:49:29.308268,False,ambiguous
boot_0207_ef7cf9,8793,bulbagarden.net,you have the right to object to our processing of your personal data.,Right to Object,Rights of the Data Subject (12-23),ambiguous,0.4,2025-11-03T00:49:29.302994,False,ambiguous
boot_0879_c06c21,8637,buzzfeed.com,12.1    we keep your personal data for as long as we need it for the purposes for which it was  collected.,Storage Period,Other / Unmapped,ambiguous,0.4,2025-11-03T00:49:29.308314,False,ambiguous
boot_1032_f6359f,9297,questionpro.com,it will turn off some of the features that make your site experience more efficient and some of our services will not function properly.,Provision Requirement,Other / Unmapped,ambiguous,0.4,2025-11-03T00:49:29.309464,False,ambiguous
syn_non_compliant_c25c2133,1715,trend-chaser.com,â¢ Information that you provide We may share your personal data with partners without limitation.,Source of Data,Other / Unmapped,ambiguous,0.0,2025-11-03T00:55:52.469276,True,non_compliant
boot_0172_cbcd69,9414,avast.com,"you have the right to request that we update, correct, delete (assuming that this does not impact the services we are providing to you) or export (port) your data, as well as the right to object to processing and lodge a complaint with the supervisory authority.",Lodge Complaint,"Remedies, liability and penalties (77-84)",ambiguous,0.4,2025-11-03T00:49:29.302746,False,ambiguous
syn_non_compliant_fbec3932,7457,financialmentor.com,you can use the “unsubscribe” link contained at the footer of each email from us to withdraw consent and stop the mailings We may share your personal data with partners without limitation.,Withdraw Consent,Rights of the Data Subject (12-23),ambiguous,0.0,2025-11-03T00:55:52.462521,True,non_compliant
boot_0041_99dd06,6386,silive.com,your rights in relation to automated decision-making and profiling.,Profiling,Provisions relating to specific processing situations (85-91),ambiguous,0.4,2025-11-03T00:49:29.301813,False,ambiguous
boot_0750_b639fe,6814,comparepoint.us,you have the right to lodge a complaint with a data protection supervisory authority in your country.,Lodge Complaint,"Remedies, liability and penalties (77-84)",ambiguous,0.4,2025-11-03T00:49:29.307401,False,ambiguous
boot_0400_07a087,8294,colourpop.com,automated decision making,Profiling,Provisions relating to specific processing situations (85-91),ambiguous,0.4,2025-11-03T00:49:29.304461,False,ambiguous
syn_non_compliant_4b9bd2db,6189,clarionledger.com,"but if you decline to supply or provide us with certain information while using our services, you may not be able to use or participate in some or all of the features offered through our services.",Provision Requirement,Other / Unmapped,ambiguous,0.0,2025-11-03T00:55:52.459988,True,non_compliant
syn_non_compliant_099a1e7c,5637,intuit.com,Securely transmit your sensitive Personal Information.,Safeguards Copy,Transfers (44-50),ambiguous,0.0,2025-11-03T00:55:52.467152,True,non_compliant
boot_0801_483625,1815,medicalnewstoday.com,Other Sources: We receive information about you and your activities on and off the Services from third-Party partners,Source of Data,Other / Unmapped,ambiguous,0.4,2025-11-03T00:49:29.307769,False,ambiguous
syn_non_compliant_3786a7eb,6776,kia.com,you also have the right to lodge a complaint with the competent data protection supervisory authority We may share your personal data with partners without limitation.,Lodge Complaint,"Remedies, liability and penalties (77-84)",ambiguous,0.0,2025-11-03T00:55:52.469088,True,non_compliant
boot_0249_c37d7a,7187,ubisoft.com,"for any question related to your personal data processing and this privacy policy, please contact ubisoft data protection officer at the following address:  privacy@ubisoft.com .",DPO Contact,Controller and Processor (24-43),compliant,0.9,2025-11-03T00:49:29.303270,False,compliant
syn_compliant_07f13862,6172,adroll.com,"if you wish to escalate your inquiry after contacting the support team, you are welcome to contact privacy@adroll.com or our data protection officer: lucid privacy group We will retain this data for 3 years.",DPO Contact,Controller and Processor (24-43),compliant,0.0,2025-11-03T00:55:52.426442,True,compliant
boot_0751_d90eb4,7565,humanapharmacy.com,"you have the right to object to our processing of your personal data on grounds relating to your particular situation, but only to the extent that the legal basis for the processing is that the processing is necessary for: the performance of a task carried out in the public interest or in the exercise of any official authority vested in us; or the purposes of the legitimate interests pursued by us or by a third party.",Right to Object,Rights of the Data Subject (12-23),ambiguous,0.4,2025-11-03T00:49:29.307407,False,ambiguous
boot_0052_4d149f,7534,ubi.com,"additionally, you have a right to access, rectify, erase, object, or restrict processing for all your personal data processed by ubisoft, as well as the right of data portability.",Right to Portability,Rights of the Data Subject (12-23),ambiguous,0.4,2025-11-03T00:49:29.301894,False,ambiguous
boot_0116_8e30ba,4815,rxlist.com,"provide you with access to particular tools and services,",Processing Purpose,Principles (5-11),ambiguous,0.4,2025-11-03T00:49:29.302331,False,ambiguous
syn_compliant_54136c87,8485,elfcosmetics.com,"where we transfer, store, and process your personal data outside of the european economic area, we have ensured that appropriate safeguards are in place to ensure an adequate level of data protection We will retain this data for 3 years. For requests contact privacy@example.com.",Adequacy Decision,Transfers (44-50),ambiguous,0.0,2025-11-03T00:55:52.422974,True,compliant
syn_compliant_9f252af0,6259,gettyimages.com,"to learn more about the european commission's decisions on the adequacy of personal data protections, please visit: https://ec.europa.eu/info/law/law-topic/data-protection/data-transfers-outside-eu/adequacy-protection-personal-data-non-eu-countries_en  We will retain this data for 3 years. For requests contact privacy@example.com.",Adequacy Decision,Transfers (44-50),ambiguous,0.0,2025-11-03T00:55:52.425689,True,compliant
syn_compliant_775e77ab,6455,kaspersky.com,we do not use automated decision making at our web sites and services We will retain this data for 3 years. For requests contact privacy@example.com.,Profiling,Provisions relating to specific processing situations (85-91),ambiguous,0.0,2025-11-03T00:55:52.429016,True,compliant
syn_compliant_a65a7359,9398,wgt.com,"other issues: we provide other information in this privacy policy about: (i) the legal basis for our collection and processing of personally identifiable information, (ii) the consequences for not providing personally identifiable information, (iii) automated decision-making, (iv) do-not-track (""dnt"") signals, (v) data retention, and (vi) links to third-party web sites We will retain this data for 3 years. For requests contact privacy@example.com.",Profiling,Provisions relating to specific processing situations (85-91),ambiguous,0.0,2025-11-03T00:55:52.426040,True,compliant
boot_1022_e5a992,140,stackexchange.com,"If we transfer any personal information in pursuing such a business transaction, we will always ensure that strict confidentiality measures are in place to protect your privacy interests.",Safeguards Copy,Transfers (44-50),ambiguous,0.4,2025-11-03T00:49:29.309401,False,ambiguous
